State,Latitude,Longitude,County/Parish,Health Inspection Rating
AK,55.3119,-131.587,Ketchikan Gateway,3.0
AK,56.4575,-132.369,Wrangell,4.0
AK,56.8125,-132.956,Petersburg Borough,5.0
AK,57.0594,-135.344,Sitka Borough,5.0
AK,57.801,-152.374,Kodiak Island Borough,2.0
AK,58.3311,-134.466,Juneau,1.0
AK,59.6516,-151.55,Kenai Peninsula,4.0
AK,60.1328,-149.442,Kenai Peninsula,3.0
AK,60.4932,-151.081,Kenai Peninsula,3.0
AK,60.5416,-145.75,Chugach,3.0
AK,60.7858,-161.786,Bethel,3.0
AK,61.1363,-146.35,Chugach,4.0
AK,61.2045,-149.748,Anchorage,1.5
AK,61.2257,-149.714,Anchorage,1.0
AK,61.5879,-149.36,Matanuska-Susitna,2.0
AK,61.6167,-149.116,Matanuska-Susitna,1.0
AK,64.7874,-165.197,Nome,2.0
AK,64.8304,-147.738,Fairbanks North Star,4.0
AK,66.8953,-162.589,Northwest Arctic,4.0
AL,30.4269,-87.685,Baldwin,1.0
AL,30.4906,-88.331,Mobile,1.0
AL,30.5216,-87.905,Baldwin,2.0
AL,30.5547,-87.9,Baldwin,3.0
AL,30.5694,-87.631,Baldwin,1.0
AL,30.613,-87.907,Baldwin,4.0
AL,30.6249,-88.174,Mobile,1.0
AL,30.6261,-88.137,Mobile,2.0
AL,30.6476,-88.237,Mobile,5.0
AL,30.6526,-88.101,Mobile,4.0
AL,30.6611,-88.214,Mobile,2.0
AL,30.6686,-87.911,Baldwin,2.0
AL,30.6722,-88.052,Mobile,3.0
AL,30.6842,-88.078,Mobile,5.0
AL,30.6855,-88.136,Mobile,4.0
AL,30.6857,-88.133,Mobile,4.0
AL,30.6908,-88.088,Mobile,3.0
AL,30.692,-88.082,Mobile,1.0
AL,30.6947,-88.051,Mobile,4.0
AL,30.698,-88.102,Mobile,5.0
AL,30.7168,-88.074,Mobile,3.0
AL,30.7645,-88.128,Mobile,1.0
AL,30.8746,-87.776,Baldwin,3.0
AL,31.001,-86.311,Covington,4.0
AL,31.0161,-87.476,Escambia,5.0
AL,31.0449,-85.841,Geneva,2.0
AL,31.0913,-88.242,Mobile,5.0
AL,31.1007,-85.678,Geneva,5.0
AL,31.1079,-87.071,Escambia,4.0
AL,31.2112,-85.39,Houston,1.0
AL,31.2199,-85.435,Houston,1.0
AL,31.241,-85.455,Houston,4.0
AL,31.2815,-86.498,Covington,2.0
AL,31.2934,-86.255,Covington,3.0
AL,31.3028,-85.837,Coffee,2.0
AL,31.4221,-86.946,Conecuh,4.0
AL,31.4291,-86.076,Coffee,2.0
AL,31.4322,-85.645,Dale,3.0
AL,31.4603,-88.235,Washington,5.0
AL,31.4731,-85.636,Dale,4.0
AL,31.4962,-87.32,Monroe,4.0
AL,31.5265,-87.328,Monroe,4.0
AL,31.5369,-87.888,Clarke,3.0
AL,31.5548,-85.253,Henry,3.0
AL,31.636,-86.74,Butler,4.0
AL,31.7163,-86.266,Crenshaw,4.0
AL,31.7789,-85.963,Pike,1.0
AL,31.8425,-86.636,Butler,3.0
AL,31.8888,-85.158,Barbour,2.0
AL,31.9303,-87.737,Clarke,5.0
AL,32.02,-87.28,Wilcox,5.0
AL,32.0901,-88.205,Choctaw,5.0
AL,32.1397,-85.689,Bullock,4.0
AL,32.1877,-86.569,Lowndes,2.0
AL,32.3123,-87.798,Marengo,4.0
AL,32.3179,-86.239,Montgomery,1.0
AL,32.3229,-86.282,Montgomery,4.0
AL,32.3514,-86.327,Montgomery,1.0
AL,32.3595,-86.279,Montgomery,2.0
AL,32.3716,-86.304,Montgomery,5.0
AL,32.3805,-86.247,Montgomery,2.0
AL,32.3858,-86.283,Montgomery,3.0
AL,32.3949,-87.07,Dallas,2.0
AL,32.424,-86.287,Montgomery,1.0
AL,32.4262,-87.047,Dallas,1.0
AL,32.4326,-85.692,Macon,1.0
AL,32.4458,-87.015,Dallas,1.0
AL,32.4478,-85.019,Russell,1.0
AL,32.4796,-86.429,Autauga,1.0
AL,32.4861,-85.021,Russell,3.0
AL,32.4948,-88.286,Sumter,3.0
AL,32.4951,-85.036,Russell,3.0
AL,32.5009,-87.839,Marengo,5.0
AL,32.5047,-86.416,Elmore,4.0
AL,32.557,-86.323,Elmore,2.0
AL,32.5592,-86.222,Elmore,1.0
AL,32.5699,-85.938,Elmore,2.0
AL,32.6155,-87.306,Perry,4.0
AL,32.6317,-87.308,Perry,3.0
AL,32.6349,-85.449,Lee,3.0
AL,32.6383,-85.402,Lee,2.0
AL,32.6999,-87.585,Hale,4.0
AL,32.8251,-85.171,Chambers,4.0
AL,32.8322,-85.759,Tallapoosa,2.0
AL,32.8434,-87.889,Greene,1.0
AL,32.8548,-86.625,Chilton,4.0
AL,32.8576,-85.199,Chambers,4.0
AL,32.8893,-85.412,Chambers,4.0
AL,32.894,-85.402,Chambers,1.0
AL,32.9095,-85.922,Tallapoosa,3.0
AL,32.9431,-85.94,Tallapoosa,5.0
AL,32.9509,-87.148,Bibb,1.0
AL,32.9521,-85.979,Tallapoosa,4.0
AL,32.9951,-87.631,Hale,3.0
AL,33.0675,-86.053,Coosa,5.0
AL,33.1355,-88.168,Pickens,4.0
AL,33.1418,-85.384,Randolph,2.0
AL,33.1603,-85.376,Randolph,2.0
AL,33.1637,-86.254,Talladega,4.0
AL,33.1674,-86.267,Talladega,4.0
AL,33.1946,-86.592,Shelby,3.0
AL,33.2292,-87.56,Tuscaloosa,3.0
AL,33.2312,-87.569,Tuscaloosa,3.0
AL,33.2375,-87.565,Tuscaloosa,3.0
AL,33.2388,-87.579,Tuscaloosa,1.5
AL,33.2398,-87.579,Tuscaloosa,2.0
AL,33.2537,-86.827,Shelby,1.0
AL,33.2541,-86.81,Shelby,3.0
AL,33.2768,-85.823,Clay,4.0
AL,33.3036,-85.759,Clay,5.0
AL,33.3221,-87.034,Jefferson,2.0
AL,33.3426,-86.962,Jefferson,1.0
AL,33.3686,-86.817,Jefferson,1.0
AL,33.3694,-86.992,Jefferson,1.0
AL,33.3762,-86.791,Jefferson,2.0
AL,33.3818,-88.02,Pickens,4.0
AL,33.4049,-86.808,Jefferson,2.0
AL,33.4106,-86.81,Jefferson,1.0
AL,33.4291,-86.736,Jefferson,1.0
AL,33.4294,-86.088,Talladega,2.0
AL,33.4296,-86.942,Jefferson,1.0
AL,33.4307,-86.941,Jefferson,1.0
AL,33.4464,-86.979,Jefferson,2.0
AL,33.4582,-86.992,Jefferson,1.0
AL,33.4583,-86.797,Jefferson,2.0
AL,33.4651,-86.769,Jefferson,1.0
AL,33.4758,-86.899,Jefferson,2.0
AL,33.4878,-86.956,Jefferson,1.0
AL,33.4896,-86.957,Jefferson,1.0
AL,33.496,-86.849,Jefferson,3.0
AL,33.4969,-86.8,Jefferson,2.0
AL,33.5061,-86.782,Jefferson,3.0
AL,33.5106,-86.85,Jefferson,1.0
AL,33.5234,-86.727,Jefferson,2.0
AL,33.5268,-86.718,Jefferson,3.0
AL,33.5284,-86.811,Jefferson,2.0
AL,33.5335,-86.809,Jefferson,2.0
AL,33.5401,-86.638,Jefferson,4.0
AL,33.546,-86.881,Jefferson,2.7757847533632285
AL,33.5595,-86.722,Jefferson,3.0
AL,33.5734,-86.893,Jefferson,2.0
AL,33.5863,-86.286,St. Clair,3.0
AL,33.5917,-86.668,Jefferson,2.0
AL,33.5959,-86.311,St. Clair,3.0
AL,33.6002,-86.391,St. Clair,1.0
AL,33.6086,-85.83,Calhoun,2.0
AL,33.6088,-86.77,Jefferson,1.0
AL,33.614,-86.609,Jefferson,3.0
AL,33.6315,-85.803,Calhoun,4.0
AL,33.6347,-86.665,Jefferson,1.0
AL,33.6363,-85.588,Cleburne,5.0
AL,33.65,-86.798,Jefferson,1.0
AL,33.6548,-85.822,Calhoun,3.0
AL,33.7068,-87.824,Fayette,4.0
AL,33.7212,-88.167,Lamar,1.0
AL,33.7616,-87.186,Walker,3.0
AL,33.8102,-85.764,Calhoun,2.0
AL,33.826,-87.278,Walker,2.0
AL,33.8544,-87.288,Walker,4.0
AL,33.8599,-87.265,Walker,4.0
AL,33.875,-86.299,St. Clair,3.0
AL,33.8892,-87.522,Walker,2.0
AL,33.9085,-85.609,Calhoun,5.0
AL,33.9377,-87.822,Marion,5.0
AL,33.952,-86.466,Blount,2.0
AL,33.9541,-85.923,Etowah,2.0
AL,33.9642,-86.456,Blount,3.0
AL,33.97,-87.917,Marion,3.0
AL,33.9713,-86.02,Etowah,4.0
AL,33.985,-86.108,Etowah,1.0
AL,33.9898,-86.029,Etowah,4.0
AL,34.0348,-86.319,Etowah,3.0
AL,34.0418,-85.959,Etowah,2.0
AL,34.0618,-86.771,Cullman,5.0
AL,34.1252,-87.993,Marion,3.0
AL,34.1517,-86.846,Cullman,4.0
AL,34.1658,-85.661,Cherokee,4.0
AL,34.1695,-87.403,Winston,2.0
AL,34.174,-86.844,Cullman,3.0
AL,34.1915,-86.847,Cullman,3.0
AL,34.2199,-86.162,Marshall,3.0
AL,34.2287,-87.621,Winston,5.0
AL,34.2636,-86.207,Marshall,4.0
AL,34.2735,-85.856,De Kalb,3.0
AL,34.295,-85.988,De Kalb,3.0
AL,34.313,-86.493,Marshall,1.0
AL,34.3163,-86.312,Marshall,4.0
AL,34.3687,-86.91,Morgan,1.0
AL,34.3852,-86.912,Morgan,2.0
AL,34.4235,-86.263,Marshall,5.0
AL,34.4502,-88.143,Franklin,1.0
AL,34.4549,-85.716,De Kalb,5.0
AL,34.4837,-87.286,Lawrence,1.0
AL,34.5101,-87.72,Franklin,3.0
AL,34.5129,-87.719,Franklin,5.0
AL,34.5149,-87.736,Franklin,2.0
AL,34.5698,-87.008,Morgan,3.0
AL,34.5866,-86.97,Morgan,1.0
AL,34.5874,-86.454,Madison,3.0
AL,34.6052,-86.559,Madison,4.0
AL,34.6611,-86.047,Jackson,4.0
AL,34.6662,-86.05,Jackson,4.0
AL,34.6685,-86.56,Madison,3.0
AL,34.679,-86.578,Madison,3.0
AL,34.6838,-86.752,Madison,3.0
AL,34.6973,-86.571,Madison,1.0
AL,34.7154,-86.63,Madison,4.0
AL,34.7174,-86.629,Madison,1.0
AL,34.7217,-86.585,Madison,3.0
AL,34.7269,-87.679,Colbert,4.0
AL,34.7419,-87.706,Colbert,5.0
AL,34.743,-87.638,Colbert,4.0
AL,34.7535,-86.661,Madison,1.0
AL,34.7556,-86.75,Madison,1.0
AL,34.7605,-86.593,Madison,3.0
AL,34.7997,-87.676,Lauderdale,5.0
AL,34.8035,-86.977,Limestone,4.0
AL,34.8053,-86.991,Limestone,2.0
AL,34.8082,-87.687,Lauderdale,4.0
AL,34.8334,-87.632,Lauderdale,1.0
AL,34.8364,-87.649,Lauderdale,2.0
AL,34.9148,-87.503,Lauderdale,4.0
AL,34.9459,-85.72,Jackson,1.0
AR,33.1043,-93.464,Columbia,5.0
AR,33.1117,-91.948,Ashley,3.0
AR,33.1291,-91.961,Ashley,4.0
AR,33.207,-92.643,Union,2.0
AR,33.2078,-92.697,Union,4.0
AR,33.2087,-92.641,Union,2.0
AR,33.2145,-92.665,Union,5.0
AR,33.2185,-92.674,Union,3.0
AR,33.2804,-93.211,Columbia,4.0
AR,33.2977,-93.205,Columbia,1.0
AR,33.3153,-91.29,Chicot,5.0
AR,33.3691,-93.489,Lafayette,5.0
AR,33.4199,-94.021,Miller,4.0
AR,33.4574,-94.031,Miller,4.0
AR,33.4637,-94.026,Miller,4.0
AR,33.5192,-91.447,Chicot,2.0
AR,33.5514,-92.862,Ouachita,4.0
AR,33.5725,-92.843,Ouachita,2.0
AR,33.5755,-92.856,Ouachita,2.0
AR,33.5853,-92.885,Ouachita,2.8372093023255816
AR,33.6095,-92.043,Bradley,2.0
AR,33.6135,-91.813,Drew,3.0
AR,33.6341,-91.792,Drew,3.0
AR,33.6464,-93.592,Hempstead,3.0
AR,33.6653,-94.117,Little River,1.0
AR,33.6741,-94.126,Little River,4.0
AR,33.7876,-93.38,Nevada,4.0
AR,33.81,-93.378,Nevada,2.0
AR,33.8304,-92.403,Dallas,2.0
AR,33.9496,-91.845,Lincoln,3.0
AR,33.9536,-93.856,Howard,4.0
AR,33.9553,-92.189,Cleveland,2.0
AR,33.959,-93.846,Howard,4.0
AR,34.0457,-94.342,Sevier,2.8372093023255816
AR,34.0706,-93.69,Pike,5.0
AR,34.1145,-94.02,Howard,5.0
AR,34.125,-93.086,Clark,3.0
AR,34.1273,-93.082,Clark,2.0
AR,34.1555,-92.024,Jefferson,1.0
AR,34.1631,-92.024,Jefferson,4.0
AR,34.1635,-92.029,Jefferson,1.0
AR,34.2748,-91.349,Arkansas,2.0
AR,34.2823,-91.339,Arkansas,2.0
AR,34.2832,-92.096,Jefferson,1.0
AR,34.3102,-92.415,Grant,3.0
AR,34.3321,-93.541,Pike,4.0
AR,34.3472,-92.823,Hot Spring,3.0
AR,34.3766,-92.818,Hot Spring,3.0
AR,34.4496,-93.09,Garland,3.0
AR,34.4511,-93.029,Garland,3.0
AR,34.4526,-93.167,Garland,3.0
AR,34.4643,-93.021,Garland,4.0
AR,34.472,-93.045,Garland,3.0
AR,34.4832,-91.559,Arkansas,1.0
AR,34.533,-93.038,Garland,3.0
AR,34.5419,-90.622,Phillips,3.0
AR,34.5448,-92.631,Saline,4.0
AR,34.546,-93.631,Montgomery,4.0
AR,34.5464,-91.953,Lonoke,2.0
AR,34.5518,-93.014,Garland,1.0
AR,34.5708,-92.594,Saline,1.0
AR,34.5763,-92.547,Saline,2.0
AR,34.5944,-93.007,Garland,2.0
AR,34.5944,-92.535,Saline,3.0
AR,34.5981,-92.488,Saline,2.0
AR,34.6076,-94.214,Polk,3.0
AR,34.6232,-92.489,Saline,3.0
AR,34.6587,-92.286,Pulaski,1.0
AR,34.689,-92.997,Garland,4.0
AR,34.7077,-92.413,Pulaski,2.0
AR,34.7267,-92.39,Pulaski,1.0
AR,34.7275,-92.409,Pulaski,3.0
AR,34.7309,-92.373,Pulaski,3.0
AR,34.7339,-92.271,Pulaski,1.0
AR,34.7411,-92.361,Pulaski,1.0
AR,34.7433,-92.365,Pulaski,2.0
AR,34.7519,-92.346,Pulaski,3.0
AR,34.752,-92.338,Pulaski,1.0
AR,34.757,-92.373,Pulaski,4.0
AR,34.7595,-92.373,Pulaski,1.0
AR,34.7721,-91.909,Lonoke,4.0
AR,34.7726,-92.408,Pulaski,2.0
AR,34.7747,-90.777,Lee,3.0
AR,34.777,-92.452,Pulaski,2.0
AR,34.7786,-92.29,Pulaski,3.0
AR,34.779,-92.29,Pulaski,3.0
AR,34.7812,-91.736,Lonoke,3.0
AR,34.7891,-92.213,Pulaski,1.0
AR,34.7924,-91.895,Lonoke,1.0
AR,34.7977,-91.57,Prairie,4.0
AR,34.798,-92.241,Pulaski,2.0
AR,34.8133,-92.475,Pulaski,1.0
AR,34.8145,-92.272,Pulaski,1.0
AR,34.8432,-92.189,Pulaski,3.0
AR,34.8723,-92.123,Pulaski,1.0
AR,34.8748,-92.394,Pulaski,1.0
AR,34.8968,-94.106,Scott,2.0
AR,34.9045,-91.198,Monroe,3.0
AR,34.9773,-91.52,Prairie,1.0
AR,34.9799,-92.011,Lonoke,5.0
AR,34.9818,-92.044,Lonoke,2.0
AR,35.0081,-92.812,Perry,5.0
AR,35.0161,-90.772,St. Francis,2.0
AR,35.019,-92.072,Lonoke,5.0
AR,35.0523,-93.398,Yell,4.0
AR,35.0619,-92.42,Faulkner,5.0
AR,35.0684,-92.463,Faulkner,2.0
AR,35.0704,-92.465,Faulkner,1.0
AR,35.0736,-91.896,White,4.0
AR,35.0854,-92.488,Faulkner,1.0
AR,35.0925,-92.466,Faulkner,2.0
AR,35.1374,-93.921,Logan,3.0
AR,35.1379,-90.194,Crittenden,2.0
AR,35.1465,-90.191,Crittenden,2.0
AR,35.168,-92.733,Conway,3.0
AR,35.1989,-90.209,Crittenden,2.0
AR,35.204,-93.155,Yell,4.0
AR,35.216,-90.781,Cross,2.0
AR,35.2178,-94.261,Sebastian,4.0
AR,35.2194,-90.79,Cross,3.0
AR,35.2224,-92.384,Faulkner,5.0
AR,35.245,-91.758,White,1.0
AR,35.2491,-92.944,Pope,5.0
AR,35.2536,-91.709,White,5.0
AR,35.2675,-91.665,White,3.0
AR,35.2678,-93.143,Pope,2.0
AR,35.2692,-91.202,Woodruff,3.0
AR,35.281,-93.73,Logan,1.0
AR,35.2862,-93.153,Pope,4.0
AR,35.2915,-93.169,Pope,3.0
AR,35.2987,-94.014,Franklin,5.0
AR,35.304,-94.405,Sebastian,4.0
AR,35.326,-94.315,Sebastian,3.0
AR,35.3337,-94.427,Sebastian,3.0
AR,35.3405,-94.393,Sebastian,1.0
AR,35.3629,-94.351,Sebastian,2.0
AR,35.3678,-94.381,Sebastian,3.0
AR,35.411,-94.376,Sebastian,1.0
AR,35.4365,-94.339,Crawford,1.0
AR,35.4542,-94.326,Crawford,2.0
AR,35.4592,-94.364,Crawford,2.0
AR,35.4643,-93.441,Johnson,5.0
AR,35.4904,-94.231,Crawford,4.0
AR,35.4925,-91.999,Cleburne,4.0
AR,35.4936,-93.837,Franklin,3.0
AR,35.5017,-92.034,Cleburne,1.0
AR,35.5288,-90.43,Poinsett,1.0
AR,35.5715,-90.723,Poinsett,5.0
AR,35.6002,-92.463,Van Buren,4.0
AR,35.6074,-91.253,Jackson,1.0
AR,35.6169,-92.263,Van Buren,5.0
AR,35.6173,-91.264,Jackson,2.0
AR,35.7059,-90.66,Craighead,4.0
AR,35.7096,-91.631,Independence,3.0
AR,35.7551,-90.059,Mississippi,2.0
AR,35.7713,-91.621,Independence,3.0
AR,35.7915,-91.62,Independence,1.0
AR,35.8011,-90.686,Craighead,1.0
AR,35.8088,-90.665,Craighead,3.0
AR,35.8186,-90.443,Craighead,5.0
AR,35.8642,-90.624,Craighead,1.0
AR,35.8692,-92.107,Stone,4.0
AR,35.8895,-90.159,Mississippi,3.0
AR,35.9079,-92.66,Searcy,3.0
AR,35.9121,-90.342,Craighead,2.8372093023255816
AR,35.9299,-89.917,Mississippi,4.0
AR,35.948,-91.551,Sharp,3.0
AR,35.961,-89.973,Mississippi,5.0
AR,35.9688,-94.318,Washington,4.0
AR,36.0085,-93.185,Newton,2.8372093023255816
AR,36.0421,-90.522,Greene,3.0
AR,36.059,-91.884,Izard,3.0
AR,36.0708,-90.519,Greene,5.0
AR,36.0715,-94.222,Washington,2.0
AR,36.0715,-90.966,Lawrence,4.0
AR,36.0749,-90.972,Lawrence,2.0
AR,36.0779,-94.157,Washington,1.0
AR,36.0929,-93.743,Madison,1.0
AR,36.1051,-94.154,Washington,3.0
AR,36.1088,-94.133,Washington,2.0
AR,36.1201,-94.134,Washington,3.0
AR,36.1523,-94.115,Washington,4.0
AR,36.1525,-92.017,Izard,4.0
AR,36.1777,-94.203,Washington,4.0
AR,36.1777,-94.147,Washington,4.0
AR,36.1856,-94.161,Washington,1.0
AR,36.1901,-94.55,Benton,2.0
AR,36.2062,-94.133,Washington,3.0
AR,36.2216,-94.148,Washington,4.0
AR,36.2225,-91.612,Sharp,5.0
AR,36.2298,-91.609,Sharp,2.0
AR,36.2316,-92.687,Marion,1.0
AR,36.2412,-93.104,Boone,5.0
AR,36.2479,-93.122,Boone,3.0
AR,36.2484,-93.121,Boone,2.0
AR,36.2517,-90.284,Clay,5.0
AR,36.2808,-92.499,Baxter,2.0
AR,36.2832,-92.612,Marion,2.0
AR,36.2884,-90.996,Randolph,3.0
AR,36.2896,-90.994,Randolph,3.0
AR,36.3102,-94.168,Benton,2.0
AR,36.3106,-94.167,Benton,2.8372093023255816
AR,36.3119,-94.133,Benton,2.0
AR,36.3153,-92.353,Baxter,3.0
AR,36.3206,-94.144,Benton,2.0
AR,36.3276,-94.178,Benton,4.0
AR,36.3298,-92.397,Baxter,4.0
AR,36.3323,-94.152,Benton,4.0
AR,36.3401,-92.399,Baxter,3.0
AR,36.3566,-94.189,Benton,4.0
AR,36.3569,-94.148,Benton,2.0
AR,36.3589,-94.308,Benton,4.0
AR,36.367,-93.58,Carroll,2.0
AR,36.3675,-91.826,Fulton,4.0
AR,36.3803,-94.193,Benton,5.0
AR,36.3812,-90.199,Clay,2.0
AR,36.3823,-93.741,Carroll,2.0
AR,36.4197,-90.586,Clay,5.0
AR,36.4529,-94.294,Benton,1.0
AR,36.4748,-94.253,Benton,2.0
AZ,31.3486,-109.532,Cochise,4.0
AZ,31.5477,-110.279,Cochise,2.0
AZ,31.5521,-110.274,Cochise,4.0
AZ,31.8727,-110.995,Pima,1.0
AZ,31.91,-111.88,Pima,1.0
AZ,31.9554,-110.286,Cochise,2.0
AZ,32.1727,-110.932,Pima,1.0
AZ,32.1779,-110.962,Pima,3.0
AZ,32.2256,-110.85,Pima,2.0
AZ,32.2416,-110.874,Pima,2.0
AZ,32.2426,-110.886,Pima,2.0
AZ,32.2434,-110.868,Pima,3.0
AZ,32.2457,-110.957,Pima,2.0
AZ,32.2481,-110.884,Pima,2.0
AZ,32.2481,-110.858,Pima,1.0
AZ,32.2485,-110.875,Pima,3.0
AZ,32.2506,-110.901,Pima,2.0
AZ,32.2506,-110.861,Pima,4.0
AZ,32.2543,-110.947,Pima,3.0
AZ,32.2579,-110.885,Pima,3.0
AZ,32.2733,-110.893,Pima,4.0
AZ,32.3195,-111.012,Pima,1.0
AZ,32.3221,-111.003,Pima,1.0
AZ,32.3462,-110.934,Pima,2.0
AZ,32.3505,-110.996,Pima,3.0
AZ,32.3518,-110.993,Pima,1.0
AZ,32.4251,-110.957,Pima,4.0
AZ,32.4448,-110.971,Pima,5.0
AZ,32.6665,-114.521,Yuma,2.857142857142857
AZ,32.682,-114.642,Yuma,4.0
AZ,32.6826,-114.616,Yuma,1.0
AZ,32.6828,-114.643,Yuma,2.0
AZ,32.6873,-114.639,Yuma,5.0
AZ,32.6873,-114.633,Yuma,3.0
AZ,32.8145,-109.732,Graham,3.0
AZ,32.8939,-111.745,Pinal,2.0
AZ,33.0761,-111.755,Pinal,4.0
AZ,33.2814,-111.751,Maricopa,5.0
AZ,33.2897,-111.748,Maricopa,4.0
AZ,33.2914,-111.875,Maricopa,4.0
AZ,33.2921,-111.879,Maricopa,4.0
AZ,33.2972,-111.878,Maricopa,2.0
AZ,33.2987,-111.873,Maricopa,1.0
AZ,33.3036,-111.993,Maricopa,1.0
AZ,33.344,-111.894,Maricopa,3.0
AZ,33.3658,-112.066,Maricopa,1.0
AZ,33.3674,-111.929,Maricopa,4.0
AZ,33.3748,-112.069,Maricopa,4.0
AZ,33.3793,-111.721,Maricopa,3.0
AZ,33.393,-111.884,Maricopa,4.0
AZ,33.3931,-112.034,Maricopa,2.0
AZ,33.3933,-111.567,Pinal,2.0
AZ,33.3939,-110.772,Gila,5.0
AZ,33.3944,-110.775,Gila,2.0
AZ,33.4079,-111.674,Maricopa,1.0
AZ,33.4082,-111.764,Maricopa,1.0
AZ,33.4084,-111.721,Maricopa,5.0
AZ,33.4103,-111.693,Maricopa,3.0
AZ,33.4108,-111.696,Maricopa,3.0
AZ,33.4144,-111.728,Maricopa,2.0
AZ,33.4144,-111.705,Maricopa,3.0
AZ,33.4156,-111.707,Maricopa,4.0
AZ,33.422,-111.939,Maricopa,5.0
AZ,33.4228,-111.705,Maricopa,4.0
AZ,33.4352,-111.837,Maricopa,2.0
AZ,33.4462,-112.346,Maricopa,4.0
AZ,33.4514,-112.042,Maricopa,1.0
AZ,33.4644,-112.351,Maricopa,1.0
AZ,33.4644,-111.901,Maricopa,5.0
AZ,33.4669,-112.264,Maricopa,4.0
AZ,33.4753,-112.03,Maricopa,3.0
AZ,33.4773,-111.935,Maricopa,3.0
AZ,33.4804,-112.024,Maricopa,2.0
AZ,33.481,-112.255,Maricopa,5.0
AZ,33.4856,-111.924,Maricopa,4.0
AZ,33.4857,-111.924,Maricopa,2.0
AZ,33.4861,-111.922,Maricopa,3.0
AZ,33.4966,-112.102,Maricopa,3.0
AZ,33.5047,-112.052,Maricopa,4.0
AZ,33.5112,-112.363,Maricopa,5.0
AZ,33.5118,-112.184,Maricopa,4.0
AZ,33.5285,-112.1,Maricopa,2.0
AZ,33.531,-112.075,Maricopa,4.0
AZ,33.5386,-112.096,Maricopa,3.0
AZ,33.5465,-112.048,Maricopa,4.0
AZ,33.5612,-112.203,Maricopa,2.0
AZ,33.5631,-112.16,Maricopa,4.0
AZ,33.5657,-112.281,Maricopa,3.0
AZ,33.5694,-112.07,Maricopa,5.0
AZ,33.5727,-112.273,Maricopa,1.0
AZ,33.5759,-111.876,Maricopa,4.0
AZ,33.5815,-111.99,Maricopa,1.0
AZ,33.5841,-111.875,Maricopa,2.0
AZ,33.5868,-111.883,Maricopa,2.0
AZ,33.5894,-112.1,Maricopa,2.0
AZ,33.5939,-112.1,Maricopa,2.0
AZ,33.5951,-112.303,Maricopa,4.0
AZ,33.6039,-112.287,Maricopa,4.0
AZ,33.6044,-112.263,Maricopa,5.0
AZ,33.6071,-111.978,Maricopa,2.0
AZ,33.6076,-112.177,Maricopa,3.0
AZ,33.6081,-112.258,Maricopa,4.0
AZ,33.609,-111.73,Maricopa,4.0
AZ,33.6377,-112.195,Maricopa,5.0
AZ,33.638,-112.0,Maricopa,4.0
AZ,33.6401,-112.249,Maricopa,1.0
AZ,33.6405,-112.202,Maricopa,3.0
AZ,33.6407,-111.994,Maricopa,2.857142857142857
AZ,33.6445,-111.882,Maricopa,4.0
AZ,33.6488,-112.377,Maricopa,4.0
AZ,33.6526,-112.28,Maricopa,2.0
AZ,33.6589,-112.362,Maricopa,3.0
AZ,33.6603,-112.379,Maricopa,4.0
AZ,33.6631,-112.376,Maricopa,4.0
AZ,33.6691,-111.918,Maricopa,5.0
AZ,33.671,-112.28,Maricopa,3.0
AZ,33.6836,-112.012,Maricopa,5.0
AZ,33.7023,-111.921,Maricopa,5.0
AZ,34.2019,-110.024,Navajo,1.0
AZ,34.2037,-110.015,Navajo,2.0
AZ,34.2312,-111.323,Gila,3.0
AZ,34.2393,-111.334,Gila,1.0
AZ,34.4544,-114.264,Mohave,2.0
AZ,34.4741,-114.285,Mohave,2.0
AZ,34.4791,-114.338,Mohave,3.0
AZ,34.5548,-112.489,Yavapai,2.0
AZ,34.5549,-111.856,Yavapai,2.0
AZ,34.5608,-112.475,Yavapai,2.0
AZ,34.5609,-112.475,Yavapai,2.0
AZ,34.5922,-112.327,Yavapai,3.0
AZ,34.6028,-112.46,Yavapai,1.0
AZ,34.7329,-112.027,Yavapai,1.0
AZ,34.7793,-111.754,Coconino,1.0
AZ,35.0374,-110.703,Navajo,1.0
AZ,35.1098,-114.553,Mohave,4.0
AZ,35.1842,-111.665,Coconino,3.0
AZ,35.208,-111.636,Coconino,2.0
AZ,35.2128,-114.041,Mohave,1.0
AZ,35.2146,-114.04,Mohave,4.0
AZ,35.2149,-114.04,Mohave,5.0
AZ,35.2342,-111.66,Coconino,3.0
AZ,36.1595,-109.582,Apache,1.0
CA,32.5517,-117.04,San Diego,5.0
CA,32.6178,-117.023,San Diego,3.0
CA,32.6212,-117.024,San Diego,3.0
CA,32.6384,-117.09,San Diego,3.0
CA,32.6627,-117.099,San Diego,4.0
CA,32.6664,-117.103,San Diego,4.0
CA,32.6712,-117.06,San Diego,3.0
CA,32.6819,-117.082,San Diego,4.0
CA,32.6833,-117.08,San Diego,5.0
CA,32.6844,-117.085,San Diego,4.0
CA,32.6945,-117.168,San Diego,4.0
CA,32.7038,-117.002,San Diego,4.0
CA,32.718,-117.121,San Diego,4.0
CA,32.7193,-117.085,San Diego,3.0
CA,32.7335,-117.163,San Diego,3.0
CA,32.7347,-117.028,San Diego,3.0
CA,32.7372,-117.098,San Diego,5.0
CA,32.7387,-117.014,San Diego,4.0
CA,32.7418,-117.162,San Diego,4.0
