State,Latitude,Longitude,County/Parish,Health Inspection Rating
GA,34.1021,-82.893,Elbert,3.0
GA,34.1358,-84.0,Gwinnett,3.0
GA,34.1799,-84.787,Bartow,1.0
GA,34.1802,-84.801,Bartow,2.0
GA,34.1879,-85.057,Floyd,1.0
GA,34.19,-83.911,Hall,1.0
GA,34.1969,-84.152,Forsyth,4.0
GA,34.1973,-84.787,Bartow,2.0
GA,34.2092,-84.146,Forsyth,1.0
GA,34.218,-83.474,Jackson,2.0
GA,34.2191,-83.469,Jackson,1.0
GA,34.2221,-85.153,Floyd,1.0
GA,34.232,-84.478,Cherokee,1.0
GA,34.2405,-85.183,Floyd,1.0
GA,34.2471,-84.492,Cherokee,3.0
GA,34.2592,-85.111,Floyd,4.0
GA,34.2597,-85.175,Floyd,4.0
GA,34.2781,-85.197,Floyd,5.0
GA,34.2829,-85.238,Floyd,3.0
GA,34.2839,-83.119,Franklin,3.0
GA,34.2996,-85.177,Floyd,4.0
GA,34.3195,-83.786,Hall,2.0
GA,34.3208,-83.801,Hall,4.0
GA,34.3279,-83.808,Hall,2.0
GA,34.3477,-82.94,Hart,5.0
GA,34.3505,-82.919,Hart,5.0
GA,34.3775,-83.872,Hall,4.0
GA,34.4682,-84.616,Gilmer,4.0
GA,34.4776,-84.569,Pickens,2.0
GA,34.4859,-84.444,Pickens,2.0
GA,34.4921,-85.338,Chattooga,5.0
GA,34.4977,-83.535,Habersham,4.0
GA,34.5217,-83.975,Lumpkin,4.0
GA,34.5297,-83.985,Lumpkin,1.0
GA,34.5322,-84.943,Gordon,5.0
GA,34.5404,-84.937,Gordon,1.0
GA,34.5428,-83.759,White,4.0
GA,34.5855,-83.337,Stephens,2.0
GA,34.5896,-83.579,Habersham,2.0
GA,34.6268,-83.804,White,3.0
GA,34.6778,-84.493,Gilmer,1.0
GA,34.6978,-85.268,Walker,4.0
GA,34.7258,-85.275,Walker,2.0
GA,34.7798,-84.784,Murray,3.0
GA,34.7834,-84.988,Whitfield,3.0
GA,34.7835,-84.985,Whitfield,2.0
GA,34.7931,-84.986,Whitfield,3.0
GA,34.8375,-85.564,Dade,5.0
GA,34.8571,-84.323,Fannin,2.0
GA,34.8804,-83.389,Rabun,1.0
GA,34.8844,-83.96,Union,3.0
GA,34.9416,-85.266,Catoosa,1.0
GA,34.9454,-85.228,Catoosa,2.0
GA,34.9472,-83.749,Towns,3.0
GA,34.9527,-85.245,Catoosa,2.0
GA,34.9674,-85.296,Walker,1.0
GU,13.462,144.794,Guam,1.0
HI,19.5629,-155.962,Hawaii,2.0
HI,19.6828,-155.095,Hawaii,3.0
HI,19.7043,-155.111,Hawaii,4.0
HI,19.7173,-155.115,Hawaii,3.0
HI,19.7175,-155.113,Hawaii,5.0
HI,19.7177,-155.112,Hawaii,2.0
HI,20.0771,-155.47,Hawaii,5.0
HI,20.7018,-156.357,Maui,4.0
HI,20.8268,-156.918,Maui,5.0
HI,20.8792,-156.476,Maui,1.0
HI,20.8931,-156.495,Maui,3.073170731707317
HI,21.2736,-157.801,Honolulu,3.0
HI,21.2805,-157.784,Honolulu,4.0
HI,21.2855,-157.721,Honolulu,1.0
HI,21.2917,-157.836,Honolulu,3.0
HI,21.2941,-157.826,Honolulu,4.0
HI,21.2975,-157.832,Honolulu,4.0
HI,21.2976,-157.832,Honolulu,3.0
HI,21.2979,-157.788,Honolulu,5.0
HI,21.3015,-157.833,Honolulu,3.0
HI,21.3036,-157.788,Honolulu,2.0
HI,21.3086,-157.84,Honolulu,3.0
HI,21.3222,-157.856,Honolulu,2.0
HI,21.3234,-157.855,Honolulu,2.0
HI,21.3235,-157.849,Honolulu,5.0
HI,21.3237,-157.857,Honolulu,1.0
HI,21.3285,-157.852,Honolulu,4.0
HI,21.3297,-157.861,Honolulu,4.0
HI,21.3398,-157.862,Honolulu,1.0
HI,21.3404,-158.099,Honolulu,3.0
HI,21.3452,-157.87,Honolulu,1.0
HI,21.3483,-158.032,Honolulu,5.0
HI,21.3771,-157.783,Honolulu,1.0
HI,21.3916,-157.971,Honolulu,3.0
HI,21.4014,-157.792,Honolulu,4.0
HI,21.4149,-157.795,Honolulu,2.0
HI,21.4656,-158.211,Honolulu,2.0
HI,21.9259,-159.485,Kauai,4.0
HI,21.9577,-159.671,Kauai,2.0
HI,21.9604,-159.67,Kauai,3.0
HI,21.9789,-159.367,Kauai,3.0
HI,22.0876,-159.314,Kauai,5.0
IA,40.4212,-91.407,Lee,2.778894472361809
IA,40.4214,-91.395,Lee,2.0
IA,40.4328,-91.412,Lee,4.0
IA,40.5258,-91.418,Lee,1.0
IA,40.6228,-93.924,Decatur,4.0
IA,40.6238,-91.366,Lee,2.0
IA,40.6463,-91.57,Lee,1.0
IA,40.6707,-94.725,Taylor,3.0
IA,40.7111,-94.229,Ringgold,4.0
IA,40.7152,-92.868,Appanoose,2.0
IA,40.7166,-92.356,Davis,1.0
IA,40.7177,-94.241,Ringgold,3.0
IA,40.721,-91.451,Lee,1.0
IA,40.7275,-92.865,Appanoose,5.0
IA,40.7307,-95.045,Page,2.0
IA,40.7357,-91.968,Van Buren,2.0
IA,40.7409,-93.745,Decatur,3.0
IA,40.7409,-92.864,Appanoose,2.0
IA,40.7451,-95.647,Fremont,3.0
IA,40.7536,-93.309,Wayne,2.0
IA,40.7555,-95.374,Page,1.0
IA,40.7572,-95.382,Page,1.0
IA,40.7591,-92.418,Davis,4.0
IA,40.7967,-91.167,Des Moines,3.0
IA,40.8103,-91.17,Des Moines,4.0
IA,40.8854,-94.557,Taylor,1.0
IA,40.8983,-95.671,Fremont,1.0
IA,40.9238,-91.402,Henry,1.0
IA,40.9333,-94.982,Montgomery,4.0
IA,40.962,-91.528,Henry,4.0
IA,40.9632,-91.559,Henry,3.0
IA,40.974,-91.545,Henry,2.778894472361809
IA,40.9797,-95.099,Montgomery,3.0
IA,40.997,-94.73,Adams,3.0
IA,41.0038,-91.952,Jefferson,1.0
IA,41.0043,-92.458,Wapello,2.0
IA,41.0043,-91.164,Des Moines,2.0
IA,41.0049,-91.941,Jefferson,2.0
IA,41.0092,-92.457,Wapello,3.0
IA,41.0134,-92.804,Monroe,1.0
IA,41.0162,-95.214,Montgomery,2.0
IA,41.0182,-92.417,Wapello,3.0
IA,41.0235,-95.229,Montgomery,2.0
IA,41.0287,-93.303,Lucas,2.0
IA,41.0367,-93.764,Clarke,2.0
IA,41.0411,-95.732,Mills,2.0
IA,41.0475,-95.742,Mills,4.0
IA,41.0609,-94.35,Union,3.0
IA,41.0684,-94.385,Union,2.0
IA,41.0732,-91.183,Louisa,1.0
IA,41.0962,-91.258,Louisa,5.0
IA,41.1263,-91.446,Henry,5.0
IA,41.1476,-91.666,Henry,3.0
IA,41.2314,-95.801,Pottawattamie,2.0
IA,41.2368,-95.135,Cass,1.0
IA,41.2538,-95.811,Pottawattamie,2.852596314907873
IA,41.2634,-95.819,Pottawattamie,1.0
IA,41.271,-91.371,Louisa,3.0
IA,41.2718,-95.83,Pottawattamie,3.0
IA,41.2819,-95.836,Pottawattamie,4.0
IA,41.2885,-91.686,Washington,1.0
IA,41.2889,-91.692,Washington,5.0
IA,41.2953,-92.661,Mahaska,3.0
IA,41.2982,-91.679,Washington,2.0
IA,41.2999,-92.666,Mahaska,2.0
IA,41.3029,-94.451,Adair,4.0
IA,41.3117,-93.115,Marion,2.0
IA,41.3147,-92.643,Mahaska,1.0
IA,41.3162,-95.389,Pottawattamie,1.0
IA,41.3238,-93.091,Marion,2.0
IA,41.3244,-92.206,Keokuk,4.0
IA,41.3266,-92.208,Keokuk,1.0
IA,41.3302,-94.027,Madison,3.0
IA,41.3543,-93.558,Warren,2.0
IA,41.3575,-93.585,Warren,5.0
IA,41.3644,-91.947,Keokuk,3.0
IA,41.3712,-93.568,Warren,3.0
IA,41.3916,-94.996,Cass,1.0
IA,41.3934,-93.272,Marion,1.0
IA,41.3986,-95.0,Cass,3.0
IA,41.4173,-91.098,Muscatine,1.0
IA,41.4238,-92.916,Marion,4.0
IA,41.4356,-94.767,Cass,1.0
IA,41.4358,-91.066,Muscatine,1.0
IA,41.4471,-91.084,Muscatine,3.0
IA,41.4746,-91.834,Washington,1.0
IA,41.4773,-93.681,Warren,4.0
IA,41.4815,-91.421,Johnson,4.0
IA,41.4826,-93.679,Warren,1.0
IA,41.4898,-91.709,Washington,5.0
IA,41.4956,-93.494,Warren,1.0
IA,41.4967,-94.322,Adair,4.0
IA,41.5059,-95.386,Pottawattamie,1.0
IA,41.5176,-92.078,Iowa,4.0
IA,41.5263,-90.498,Scott,4.0
IA,41.5273,-90.622,Scott,2.0
IA,41.5337,-93.626,Polk,1.0
IA,41.5383,-90.564,Scott,2.0
IA,41.539,-93.643,Polk,1.0
IA,41.5428,-90.563,Scott,1.0
IA,41.5435,-93.767,Polk,1.0
IA,41.5541,-93.832,Polk,4.0
IA,41.563,-93.826,Dallas,3.0
IA,41.564,-90.582,Scott,2.0
IA,41.5665,-95.884,Harrison,3.0
IA,41.5683,-90.422,Scott,1.0
IA,41.5684,-90.494,Scott,1.0
IA,41.569,-90.52,Scott,1.0
IA,41.5732,-93.824,Dallas,3.0
IA,41.5745,-90.589,Scott,2.0
IA,41.5748,-90.475,Scott,2.0
IA,41.5778,-91.259,Muscatine,2.0
IA,41.5834,-92.535,Poweshiek,3.0
IA,41.5845,-93.664,Polk,3.0
IA,41.586,-94.878,Audubon,2.0
IA,41.588,-93.657,Polk,5.0
IA,41.5894,-90.539,Scott,4.0
IA,41.5912,-93.723,Polk,1.0
IA,41.5936,-93.682,Polk,4.0
IA,41.5938,-95.059,Shelby,1.0
IA,41.5961,-91.014,Muscatine,3.0
IA,41.6004,-93.62,Polk,2.0
IA,41.6006,-93.494,Polk,1.0
IA,41.6038,-93.61,Polk,2.0
IA,41.6068,-93.773,Dallas,4.0
IA,41.6087,-93.654,Polk,3.0
IA,41.6125,-93.84,Dallas,3.0
IA,41.6138,-94.032,Dallas,3.0
IA,41.6149,-93.807,Polk,3.0
IA,41.6149,-93.675,Polk,4.0
IA,41.615,-93.568,Polk,3.0
IA,41.6163,-93.608,Polk,1.0
IA,41.6193,-93.465,Polk,4.0
IA,41.6223,-93.595,Polk,1.0
IA,41.6275,-93.724,Polk,4.0
IA,41.644,-93.733,Polk,1.0
IA,41.6483,-95.326,Shelby,3.0
IA,41.6507,-93.472,Polk,1.0
IA,41.6509,-91.556,Johnson,4.0
IA,41.6529,-91.547,Johnson,4.0
IA,41.6619,-93.699,Polk,4.0
IA,41.6647,-92.007,Iowa,2.0
IA,41.669,-93.7,Polk,1.0
IA,41.6691,-91.482,Johnson,1.0
IA,41.6748,-91.351,Cedar,2.0
IA,41.679,-93.076,Jasper,3.0
IA,41.6804,-93.958,Dallas,3.0
IA,41.6806,-94.484,Guthrie,3.0
IA,41.6859,-93.745,Polk,4.0
IA,41.6883,-93.806,Polk,4.0
IA,41.6918,-94.353,Guthrie,4.0
IA,41.6927,-93.052,Jasper,2.0
IA,41.6927,-93.032,Jasper,2.0
IA,41.6991,-93.609,Polk,5.0
IA,41.6992,-91.622,Johnson,3.0
IA,41.7027,-93.054,Jasper,4.0
IA,41.7032,-93.054,Jasper,4.0
IA,41.7044,-91.595,Johnson,1.0
IA,41.7172,-94.923,Audubon,3.0
IA,41.7196,-93.623,Polk,2.0
IA,41.7242,-93.581,Polk,4.0
IA,41.739,-92.442,Poweshiek,5.0
IA,41.7391,-92.724,Poweshiek,5.0
IA,41.7432,-92.706,Poweshiek,5.0
IA,41.7435,-95.708,Harrison,3.0
IA,41.76,-93.629,Polk,3.0
IA,41.7616,-93.828,Dallas,1.0
IA,41.7776,-91.125,Cedar,2.0
IA,41.7892,-92.045,Iowa,2.0
IA,41.799,-91.895,Iowa,4.0
IA,41.8021,-91.492,Johnson,2.0
IA,41.8282,-90.551,Clinton,5.0
IA,41.8335,-90.835,Clinton,4.0
IA,41.8348,-94.087,Dallas,1.0
IA,41.8384,-94.091,Dallas,1.0
IA,41.8385,-94.078,Dallas,4.0
IA,41.8487,-95.588,Harrison,1.0
IA,41.8594,-90.199,Clinton,3.0
IA,41.8708,-94.674,Carroll,2.0
IA,41.8779,-93.827,Boone,3.0
IA,41.8784,-90.19,Clinton,3.0
IA,41.8869,-91.063,Cedar,4.0
IA,41.9002,-92.266,Benton,2.0
IA,41.9023,-91.255,Cedar,4.0
IA,41.9162,-91.424,Linn,4.0
IA,41.9225,-91.393,Linn,5.0
IA,41.9437,-91.748,Linn,2.0
IA,41.9666,-91.722,Linn,1.0
IA,41.9758,-92.582,Tama,1.0
IA,41.98,-91.713,Linn,4.0
IA,41.9815,-91.657,Linn,2.0
IA,41.984,-91.689,Linn,4.0
IA,41.9867,-92.588,Tama,1.0
IA,41.9936,-91.643,Linn,1.0
IA,41.9969,-91.638,Linn,4.0
IA,42.0021,-93.644,Story,5.0
IA,42.0027,-94.373,Greene,2.0
IA,42.0036,-92.199,Benton,4.0
IA,42.013,-92.917,Marshall,3.0
IA,42.0144,-95.344,Crawford,3.0
IA,42.0146,-93.452,Story,4.0
IA,42.0168,-91.603,Linn,3.0
IA,42.0169,-93.452,Story,4.0
IA,42.0178,-92.916,Marshall,2.0
IA,42.0185,-93.172,Marshall,2.0
IA,42.0192,-91.602,Linn,2.0
IA,42.0208,-91.67,Linn,4.0
IA,42.0284,-92.898,Marshall,2.0
IA,42.0311,-91.579,Linn,1.0
IA,42.0318,-95.337,Crawford,3.0
IA,42.0364,-94.02,Boone,3.0
IA,42.0366,-96.104,Monona,2.0
IA,42.0422,-91.693,Linn,3.0
IA,42.0422,-91.658,Linn,2.0
IA,42.0527,-92.935,Marshall,5.0
IA,42.0533,-94.864,Carroll,4.0
IA,42.0547,-91.614,Linn,2.0
IA,42.0555,-93.621,Story,2.0
IA,42.0555,-91.588,Linn,2.0
IA,42.0567,-93.657,Story,2.0
IA,42.0568,-94.859,Carroll,1.0
IA,42.0588,-91.639,Linn,2.778894472361809
IA,42.0593,-93.901,Boone,3.0
IA,42.0603,-93.893,Boone,3.0
IA,42.0663,-90.679,Jackson,3.0
IA,42.0717,-90.678,Jackson,5.0
IA,42.0842,-94.869,Carroll,2.0
IA,42.1048,-91.272,Jones,4.0
IA,42.1255,-96.158,Monona,3.0
IA,42.1592,-92.023,Benton,2.0
IA,42.162,-93.292,Story,4.0
IA,42.1634,-95.783,Monona,3.0
IA,42.1731,-92.013,Benton,5.0
IA,42.1818,-93.593,Story,1.0
IA,42.1834,-92.72,Tama,2.0
IA,42.1889,-92.46,Tama,4.0
IA,42.2245,-92.867,Grundy,4.0
IA,42.2282,-91.185,Jones,2.0
IA,42.2572,-90.438,Jackson,3.0
IA,42.2653,-93.961,Hamilton,2.0
IA,42.2656,-94.751,Calhoun,2.0
IA,42.2662,-94.066,Webster,1.0
IA,42.2755,-95.096,Sac,2.0
IA,42.2825,-94.299,Webster,2.778894472361809
IA,42.2974,-92.196,Black Hawk,4.0
IA,42.3008,-93.29,Hardin,5.0
IA,42.3022,-91.019,Dubuque,4.0
IA,42.3051,-95.245,Sac,2.0
IA,42.3081,-95.058,Sac,1.0
IA,42.3161,-95.597,Ida,4.0
IA,42.324,-92.606,Grundy,3.0
IA,42.3579,-92.756,Grundy,5.0
IA,42.3587,-92.763,Grundy,1.0
IA,42.3588,-93.112,Hardin,4.0
IA,42.3936,-96.363,Woodbury,1.0
IA,42.3969,-96.355,Woodbury,1.0
IA,42.3982,-94.62,Calhoun,1.0
IA,42.4206,-94.974,Sac,3.0
IA,42.443,-92.416,Black Hawk,3.0
IA,42.4546,-93.83,Hamilton,2.0
IA,42.4617,-92.344,Black Hawk,1.0
IA,42.463,-94.204,Webster,3.0
IA,42.4635,-92.351,Black Hawk,2.0
IA,42.4688,-91.875,Buchanan,4.0
IA,42.4694,-92.358,Black Hawk,2.0
IA,42.4714,-91.874,Buchanan,2.0
IA,42.4752,-90.656,Dubuque,4.0
IA,42.4758,-96.338,Woodbury,3.0
IA,42.4762,-91.129,Dubuque,4.0
IA,42.4821,-95.776,Woodbury,1.0
IA,42.4849,-91.438,Delaware,3.0
IA,42.4893,-95.55,Ida,3.0
IA,42.4904,-92.433,Black Hawk,2.0
IA,42.4905,-92.438,Black Hawk,3.0
IA,42.4942,-90.674,Dubuque,2.0
IA,42.4953,-96.401,Woodbury,3.0
IA,42.5044,-90.719,Dubuque,5.0
IA,42.505,-96.462,Woodbury,1.0
IA,42.5055,-90.716,Dubuque,3.0
IA,42.5102,-96.436,Woodbury,2.0
IA,42.5118,-90.749,Dubuque,3.0
IA,42.512,-94.166,Webster,4.0
IA,42.513,-90.755,Dubuque,2.0
IA,42.5131,-92.449,Black Hawk,4.0
IA,42.5143,-90.709,Dubuque,1.0
IA,42.5158,-96.43,Woodbury,1.0
IA,42.519,-94.193,Webster,2.0
IA,42.5191,-90.662,Dubuque,2.0
IA,42.5291,-93.261,Hardin,4.0
IA,42.5296,-92.442,Black Hawk,4.0
IA,42.5303,-92.341,Black Hawk,2.0
IA,42.5315,-92.466,Black Hawk,1.0
IA,42.5323,-90.658,Dubuque,3.0
IA,42.5328,-90.669,Dubuque,4.0
IA,42.534,-94.534,Calhoun,4.0
IA,42.5362,-96.375,Woodbury,2.0
IA,42.5436,-94.681,Calhoun,4.0
IA,42.5522,-93.047,Hardin,1.0
IA,42.5706,-92.365,Black Hawk,2.0
IA,42.584,-92.875,Butler,5.0
IA,42.5845,-94.842,Pocahontas,2.0
IA,42.6319,-96.061,Plymouth,2.0
IA,42.6414,-91.402,Clayton,5.0
IA,42.6425,-95.216,Buena Vista,3.0
IA,42.6599,-93.894,Wright,2.0
IA,42.6696,-91.905,Fayette,5.0
IA,42.6715,-91.903,Fayette,4.0
IA,42.6744,-92.335,Bremer,4.0
IA,42.6897,-91.534,Clayton,5.0
IA,42.7149,-92.573,Butler,2.0
IA,42.7156,-95.44,Cherokee,3.0
IA,42.7207,-93.734,Wright,2.0
IA,42.7301,-92.492,Bremer,3.0
IA,42.7333,-94.23,Humboldt,4.0
IA,42.7357,-93.205,Franklin,4.0
IA,42.7407,-93.186,Franklin,4.0
IA,42.7565,-92.8,Butler,5.0
IA,42.7574,-95.551,Cherokee,2.0
IA,42.7591,-95.535,Cherokee,4.0
IA,42.7622,-95.545,Cherokee,2.0
IA,42.7812,-91.106,Clayton,5.0
IA,42.7818,-96.155,Plymouth,3.0
IA,42.7848,-92.673,Butler,5.0
IA,42.8003,-96.149,Plymouth,4.0
IA,42.8046,-92.262,Bremer,3.0
IA,42.8089,-95.968,Plymouth,2.0
IA,42.8179,-96.553,Plymouth,4.0
IA,42.819,-95.801,Cherokee,3.0
IA,42.8413,-91.809,Fayette,3.0
IA,42.8427,-94.846,Pocahontas,3.0
IA,42.8472,-91.405,Clayton,4.0
IA,42.8474,-92.11,Bremer,3.0
IA,42.8525,-93.604,Wright,4.0
IA,42.8914,-93.218,Franklin,4.0
IA,42.8918,-92.808,Butler,2.0
IA,42.9387,-93.794,Hancock,4.0
IA,42.957,-94.448,Palo Alto,3.0
IA,42.9713,-91.81,Fayette,4.0
IA,42.9716,-95.491,Obrien,1.0
IA,42.9874,-93.184,Cerro Gordo,5.0
IA,43.0099,-96.48,Sioux,1.0
IA,43.0121,-96.044,Sioux,4.0
IA,43.0202,-91.191,Clayton,5.0
IA,43.0492,-92.318,Chickasaw,2.0
IA,43.0527,-92.678,Floyd,4.0
IA,43.0552,-92.304,Chickasaw,3.0
IA,43.0557,-92.676,Floyd,4.0
IA,43.0625,-96.166,Sioux,2.0
IA,43.0649,-94.24,Kossuth,2.0
IA,43.0666,-94.209,Kossuth,4.0
IA,43.0905,-93.608,Hancock,5.0
IA,43.0929,-93.812,Hancock,5.0
IA,43.1012,-94.682,Palo Alto,5.0
IA,43.1174,-94.683,Palo Alto,3.0
IA,43.1192,-94.691,Palo Alto,5.0
IA,43.1244,-95.128,Clay,3.0
IA,43.1314,-94.9,Palo Alto,3.0
IA,43.1339,-93.216,Cerro Gordo,1.0
IA,43.1428,-93.392,Cerro Gordo,4.0
IA,43.144,-93.016,Floyd,4.0
IA,43.1469,-91.766,Winneshiek,3.0
IA,43.1472,-93.181,Cerro Gordo,3.0
IA,43.1486,-95.156,Clay,1.0
IA,43.1536,-93.195,Cerro Gordo,2.0
IA,43.1557,-93.261,Cerro Gordo,4.0
IA,43.183,-95.487,Obrien,2.0
IA,43.1855,-95.644,Obrien,5.0
IA,43.1863,-95.847,Obrien,1.0
IA,43.1868,-96.145,Sioux,1.0
IA,43.2042,-96.285,Sioux,3.0
IA,43.236,-94.045,Kossuth,2.0
IA,43.2428,-92.446,Howard,4.0
IA,43.2586,-93.641,Winnebago,2.0
IA,43.2693,-91.474,Allamakee,5.0
IA,43.2767,-92.808,Mitchell,3.0
IA,43.277,-92.815,Mitchell,1.0
IA,43.2804,-91.48,Allamakee,5.0
IA,43.2841,-93.195,Worth,2.0
IA,43.293,-94.209,Kossuth,4.0
IA,43.2995,-91.743,Winneshiek,3.0
IA,43.3072,-96.429,Lyon,3.0
IA,43.3279,-95.16,Dickinson,3.0
IA,43.3485,-95.998,Lyon,2.0
IA,43.3548,-92.554,Mitchell,4.0
IA,43.3613,-91.234,Allamakee,5.0
IA,43.3661,-92.125,Howard,1.0
IA,43.3785,-92.911,Mitchell,3.0
IA,43.3835,-92.114,Howard,5.0
IA,43.3881,-93.952,Winnebago,4.0
IA,43.392,-91.883,Winneshiek,1.0
IA,43.3955,-94.486,Emmet,3.0
IA,43.3995,-95.762,Osceola,4.0
IA,43.4024,-94.816,Emmet,1.0
IA,43.4064,-94.823,Emmet,1.0
IA,43.4104,-95.744,Osceola,3.0
IA,43.4214,-96.176,Lyon,2.0
IA,43.4219,-95.122,Dickinson,3.0
IA,43.4325,-92.782,Mitchell,3.0
IA,43.4514,-93.22,Worth,4.0
IA,43.4584,-95.319,Dickinson,1.0
IA,43.4997,-93.651,Winnebago,3.0
ID,42.0974,-111.874,Franklin,4.0
ID,42.1892,-112.251,Oneida,4.0
ID,42.3165,-111.301,Bear Lake,3.0
ID,42.4474,-114.538,Twin Falls,3.0
ID,42.5244,-113.803,Cassia,4.0
ID,42.5313,-113.796,Cassia,1.0
ID,42.5409,-114.361,Twin Falls,4.0
ID,42.5577,-114.441,Twin Falls,1.0
ID,42.589,-114.492,Twin Falls,5.0
ID,42.5923,-114.751,Twin Falls,2.0
ID,42.6196,-113.685,Minidoka,2.0
ID,42.752,-112.965,Power,3.0
ID,42.8683,-112.431,Bannock,2.0
ID,42.8689,-112.41,Bannock,4.0
ID,42.8935,-112.432,Bannock,5.0
ID,42.9057,-112.485,Bannock,3.0
ID,42.9333,-114.71,Gooding,2.0
ID,42.939,-114.4,Lincoln,3.0
ID,43.1393,-115.692,Elmore,5.0
ID,43.1873,-112.337,Bingham,3.0
ID,43.1937,-112.347,Bingham,4.0
ID,43.4461,-111.984,Bonneville,3.0
ID,43.4699,-111.99,Bonneville,4.0
ID,43.4714,-114.257,Blaine,3.0
ID,43.4821,-111.979,Bonneville,4.0
ID,43.504,-112.015,Bonneville,5.0
ID,43.5333,-116.575,Canyon,4.0
ID,43.5448,-116.571,Canyon,3.0
ID,43.5677,-116.118,Ada,2.0
ID,43.5796,-116.593,Canyon,3.0
ID,43.5836,-116.35,Ada,3.0
ID,43.5873,-116.588,Canyon,3.0
ID,43.5922,-116.513,Ada,3.0
ID,43.5959,-116.246,Ada,1.0
ID,43.6,-116.362,Ada,2.0
ID,43.6002,-116.595,Canyon,2.0
ID,43.6094,-116.298,Ada,3.0
ID,43.6099,-116.256,Ada,2.923076923076923
ID,43.6111,-116.266,Ada,1.0
ID,43.6117,-116.254,Ada,2.0
ID,43.6119,-116.41,Ada,2.0
ID,43.6152,-116.183,Ada,3.0
ID,43.6159,-116.224,Ada,4.0
ID,43.6176,-116.189,Ada,4.0
ID,43.6187,-116.936,Owyhee,5.0
ID,43.6339,-116.284,Ada,3.0
ID,43.6453,-116.673,Canyon,2.0
ID,43.6685,-116.696,Canyon,1.0
ID,43.812,-111.79,Madison,4.0
ID,43.8282,-111.796,Madison,5.0
ID,43.881,-116.486,Gem,4.0
ID,43.8936,-116.508,Gem,4.0
ID,44.0715,-116.932,Payette,3.0
ID,44.0782,-111.453,Fremont,4.0
ID,44.2493,-116.965,Washington,2.0
ID,44.9014,-116.095,Valley,5.0
ID,45.1764,-113.892,Lemhi,2.0
ID,45.9294,-116.119,Idaho,1.0
ID,46.3767,-116.98,Nez Perce,1.0
ID,46.3828,-116.991,Nez Perce,3.0
ID,46.3831,-117.015,Nez Perce,4.0
ID,46.396,-116.991,Nez Perce,4.0
ID,46.3963,-116.991,Nez Perce,1.0
ID,46.3986,-117.018,Nez Perce,1.0
ID,46.493,-116.264,Clearwater,4.0
ID,46.7205,-116.995,Latah,5.0
ID,46.7388,-116.974,Latah,2.0
ID,47.3099,-116.559,Benewah,1.0
ID,47.4972,-115.958,Shoshone,1.0
ID,47.5444,-116.128,Shoshone,5.0
ID,47.6899,-116.786,Kootenai,1.0
ID,47.6951,-116.81,Kootenai,3.0
ID,47.6968,-116.798,Kootenai,2.0
ID,47.6999,-116.776,Kootenai,2.0
ID,47.702,-117.002,Kootenai,2.923076923076923
ID,47.7135,-116.911,Kootenai,1.0
ID,47.7417,-116.794,Kootenai,3.0
ID,48.2713,-116.568,Bonner,2.0
ID,48.2838,-116.568,Bonner,2.0
ID,48.7026,-116.322,Boundary,4.0
IL,37.15,-88.72,Massac,2.0
IL,37.1692,-88.725,Massac,3.0
IL,37.4179,-88.902,Johnson,4.0
IL,37.4379,-88.39,Hardin,2.0
IL,37.452,-89.27,Union,4.0
IL,37.4532,-89.236,Union,3.0
IL,37.465,-89.245,Union,5.0
IL,37.5259,-89.254,Union,5.0
IL,37.6902,-88.628,Saline,5.0
IL,37.7271,-89.256,Jackson,4.0
IL,37.7315,-88.556,Saline,3.0
IL,37.7329,-89.255,Jackson,2.0
IL,37.7358,-88.55,Saline,4.0
IL,37.7402,-88.911,Williamson,4.0
IL,37.7513,-88.978,Williamson,5.0
IL,37.7739,-89.025,Williamson,2.0
IL,37.7938,-88.266,Gallatin,4.0
IL,37.8138,-88.441,Saline,2.0
IL,37.8204,-89.028,Williamson,4.0
IL,37.8204,-89.025,Williamson,1.0
IL,37.9036,-88.944,Franklin,2.0
IL,37.9281,-89.817,Randolph,5.0
IL,38.0021,-89.233,Perry,5.0
IL,38.0021,-89.232,Perry,5.0
IL,38.0031,-88.938,Franklin,5.0
IL,38.0055,-88.91,Franklin,4.0
IL,38.0114,-88.921,Franklin,2.0
IL,38.0724,-89.391,Perry,4.0
IL,38.0808,-88.171,White,5.0
IL,38.0827,-88.167,White,3.0
IL,38.0875,-88.541,Hamilton,5.0
IL,38.0985,-88.541,Hamilton,3.0
IL,38.1004,-88.335,White,5.0
IL,38.1177,-89.706,Randolph,2.0
IL,38.1914,-89.629,Randolph,4.0
IL,38.2547,-87.999,White,3.0
IL,38.3062,-88.933,Jefferson,4.0
IL,38.312,-88.936,Jefferson,2.0
IL,38.3176,-88.909,Jefferson,2.0
IL,38.3211,-88.91,Jefferson,3.0
IL,38.3403,-89.394,Washington,2.0
IL,38.3451,-90.133,Monroe,5.0
IL,38.3821,-88.362,Wayne,5.0
IL,38.3829,-88.365,Wayne,2.0
IL,38.4088,-89.891,St. Clair,2.0
IL,38.4107,-87.779,Wabash,4.0
IL,38.4444,-90.224,Monroe,2.0
IL,38.4896,-89.812,St. Clair,3.0
IL,38.4983,-89.812,St. Clair,2.0
IL,38.5025,-89.986,St. Clair,1.0
IL,38.5185,-88.439,Wayne,4.0
IL,38.5194,-89.996,St. Clair,2.0
IL,38.5237,-90.002,St. Clair,1.0
IL,38.526,-90.01,St. Clair,1.0
